1521319789.866000 /muse/acc fff  -308.59424 937.50146 105.46892
1521319804.031000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.7468214 12.262387 8.942901 6.5318294 5.265435 3.5275447 2.328866 0.10666887 -1.620474 -4.27523 -5.4498224 -6.5821385 -16.066525 -12.965899 -8.718794 -11.369535 -13.15457 -12.588546 -10.700723 -13.568168 -15.104119 -12.708958 -11.119818 -13.065787 -9.865787 -13.594426 -11.739951 -16.332083 -10.843489 -11.529869 -13.427794 -12.210233 -16.631065 -20.955992 -11.837487 -11.086111 -15.732015 -15.088557 -15.477237 -15.897428 -17.964045 -19.324896 -13.49086 -13.953408 -13.820157 -13.494668 -19.417559 -15.516033 -14.322552 -11.587549 -10.517921 -14.683572 -15.839318 -13.251398 -14.448688 -16.93504 -19.197998 -16.691656 -16.886719 -18.752003 -15.507876 -12.035841 -9.066469 -13.571527 -19.374884 -16.998358 -15.982591 -19.741066 -21.713108 -28.42794 -29.09247 -26.78786 -21.45777 -20.906237 -17.310347 -18.452354 -20.385818 -19.39715 -22.980577 -17.092901 -18.375584 -16.004389 -15.898314 -19.095781 -11.066149 -13.6203785 -13.685536 -14.198198 -16.611153 -17.171331 -14.470943 -14.288238 -14.415768 -18.541254 -19.383322 -19.326527 -14.25852 -17.485825 -20.73381 -18.494825 -15.398471 -20.758171 -20.64725 -20.429787 -20.389105 -21.010117 -19.66139 -17.500862 -17.731152 -14.752188 -15.07944 -20.176039 -22.642834 -17.301495 -15.380133 -22.698927 -17.21765 -17.657377 -21.879168 -18.955017 -20.973593 -20.60955 -27.452883 -28.20103 -22.994081 -22.91747 -25.111233 -28.137758 -30.572151
1521319804.031000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.828821 12.848934 7.3477244 6.771801 8.738078 5.588504 -6.066731 2.6971738 4.216243 3.3167713 -1.7461394 -2.7464519 -4.3016744 -0.4276838 1.5477839 0.14161354 -0.7285667 -3.3265815 -2.4384837 -6.308053 -6.1038265 -6.996836 -9.022367 -8.344234 -5.2053556 -5.231467 -7.2820272 -7.956141 -6.6210575 -5.3466525 -8.644357 -6.424095 -11.0293865 -9.279472 -7.804581 -6.458797 -6.005552 -9.631285 -14.73898 -14.113721 -9.706675 -7.8387585 -6.684021 -7.900915 -9.128646 -5.997578 -6.057546 -15.238366 -7.8523397 -9.903712 -11.662798 -9.594793 -9.555601 -10.400545 -16.102005 -16.35814 -17.804234 -12.3871765 -10.4923315 -16.073679 -13.331998 -12.379232 -8.965223 -13.587454 -23.441702 -19.265978 -17.215458 -19.88216 -18.583176 -23.623817 -24.755894 -23.239437 -22.027107 -22.569515 -12.071443 -8.375693 -8.91153 -17.822102 -14.576909 -15.355405 -15.120238 -14.582657 -12.279471 -14.31406 -16.162643 -14.161235 -8.8738365 -12.173951 -12.405102 -10.682133 -8.267006 -8.471517 -12.030067 -8.957821 -10.110628 -12.454188 -14.91154 -16.028278 -16.042843 -11.516878 -11.895657 -14.018226 -14.365856 -12.538336 -12.877447 -15.593896 -14.682726 -13.584176 -13.565032 -16.358583 -16.277624 -14.635184 -14.324209 -16.082363 -16.256458 -15.250632 -3.516188 -5.149092 -12.727876 -14.16194 -14.061488 -15.851762 -20.225891 -20.268772 -20.978287 -21.729591 -19.013083 -22.337934 -24.84291
1521319804.031000 /muse/elements/low_freqs_absolute ffff  2.0394375 1.9453887 1.622751 1.4715571
1521319804.031000 /muse/elements/alpha_absolute ffff  1.3977549 0.6502621 0.65930414 0.8232683
1521319804.031000 /muse/elements/beta_absolute ffff  1.242742 0.43075907 0.0158858 0.6914814
1521319804.031000 /muse/elements/delta_absolute ffff  2.005212 1.8540225 1.5216682 1.3231205
1521319804.031000 /muse/elements/gamma_absolute ffff  1.1788516 0.2447576 -0.19682449 0.34352514
1521319804.031000 /muse/elements/theta_absolute ffff  0.9190023 1.223507 0.9400826 0.93320763
1521319804.031000 /muse/elements/alpha_session_score ffff  0.68 0.95 0.9692308 0.11320755
1521319804.031000 /muse/elements/beta_session_score ffff  0.0 0.7407407 0.0 0.3
1521319804.031000 /muse/elements/delta_session_score ffff  1.0 1.0 0.8467742 0.3364486
1521319804.032000 /muse/elements/gamma_session_score ffff  0.3548387 0.65217394 0.0 0.29032257
1521319804.032000 /muse/elements/theta_session_score ffff  0.028571429 1.0 0.96511626 0.30612245
1521319804.032000 /muse/eeg ffff  845.519897461 838.940002441 832.360046387 807.68536377
1521319804.032000 /muse/eeg ffff  843.874938965 842.229919434 835.650024414 812.620300293
1521319804.032000 /muse/eeg ffff  812.620300293 834.005004883 832.360046387 810.975280762
1521319804.032000 /muse/eeg ffff  842.229919434 838.940002441 837.29498291 820.845214844
1521319804.032000 /muse/eeg ffff  829.070068359 840.584960938 837.29498291 824.135131836
1521319804.032000 /muse/eeg ffff  837.29498291 843.874938965 829.070068359 824.135131836
1521319804.032000 /muse/eeg ffff  850.454833984 850.454833984 835.650024414 825.780151367
1521319804.032000 /muse/eeg ffff  870.194580078 838.940002441 830.715087891 824.135131836
1521319804.032000 /muse/eeg ffff  822.49017334 843.874938965 830.715087891 817.555236816
1521319804.032000 /muse/eeg ffff  857.034729004 842.229919434 822.49017334 829.070068359
1521319804.032000 /muse/eeg ffff  822.49017334 842.229919434 824.135131836 830.715087891
1521319804.032000 /muse/eeg ffff  852.09979248 845.519897461 820.845214844 835.650024414
1521319804.032000 /muse/eeg ffff  791.235534668 829.070068359 812.620300293 832.360046387
1521319804.042000 /muse/acc fff  -308.594238281 937.501464844 105.468917847
1521319804.058000 /muse/acc fff  -308.594238281 937.501464844 105.468917847
1521319804.092000 /muse/acc fff  -312.500488281 937.501464844 105.468917847
1521319804.092000 /muse/drlref ff  1629032.25 1648387.125
1521319804.104000 /muse/config s '{"drlref_conversion_factor": 3225.806396484375, "acc_sample_frequency_hz": 50, "battery_percent_remaining": 10, "eeg_downsample": 16, "notch_frequency_hz": 60, "eeg_locations": [45, 2, 4, 55], "eeg_units": 2, "eeg_output_frequency_hz": 220, "eeg_conversion_factor": 1.6449803113937378, "eeg_channel_layout": "TP9 FP1 FP2 TP10 ", "acc_data_enabled": true, "eeg_sample_frequency_hz": 3520, "mac_addr": "0006666C0591", "preset": "14", "drlref_sample_frequency_hz": 10, "serial_number": "1180-NQPC-0591", "filters_enabled": true, "battery_millivolts": 3614, "acc_units": 2, "battery_data_enabled": true, "afe_gain": 1961.0, "compression_enabled": true, "eeg_channel_count": 4, "error_data_enabled": true, "acc_conversion_factor": 3.9062561988830566, "eeg_samples_bitwidth": 10, "drlref_data_enabled": true}'
1521319804.105000 /muse/version s '{"build_number": "56", "firmware_type": "Consumer", "hardware_version": "18.0.0", "firmware_headset_version": "", "protocol_version": "2", "firmware_bootloader_version": "7.6.0"}'
1521319804.112000 /muse/eeg ffff  827.425109863 842.229919434 820.845214844 824.135131836
1521319804.112000 /muse/eeg/quantization iiii  1 1 1 1
1521319804.112000 /muse/eeg ffff  835.650024414 838.940002441 815.91027832 817.555236816
1521319804.112000 /muse/eeg ffff  801.105407715 829.070068359 814.265258789 817.555236816
1521319804.112000 /muse/eeg ffff  843.874938965 829.070068359 824.135131836 834.005004883
1521319804.112000 /muse/eeg ffff  776.430725098 822.49017334 815.91027832 827.425109863
1521319804.112000 /muse/eeg ffff  835.650024414 837.29498291 815.91027832 832.360046387
1521319804.112000 /muse/eeg ffff  802.750427246 842.229919434 819.200195312 830.715087891
1521319804.112000 /muse/eeg ffff  812.620300293 837.29498291 825.780151367 829.070068359
1521319804.112000 /muse/eeg ffff  819.200195312 840.584960938 832.360046387 832.360046387
1521319804.112000 /muse/elements/alpha_relative ffff  0.14956611 0.043862674 0.09715121 0.15179521
1521319804.113000 /muse/elements/beta_relative ffff  0.10466951 0.0283012 0.02668762 0.11073089
1521319804.113000 /muse/elements/delta_relative ffff  0.60574555 0.7292294 0.6785729 0.49837926
1521319804.113000 /muse/elements/gamma_relative ffff  0.09035036 0.017957399 0.016560555 0.053511992
1521319804.113000 /muse/elements/theta_relative ffff  0.049668446 0.18064934 0.18102774 0.18558265
1521319804.113000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319804.113000 /muse/elements/is_good iiii  0 1 1 1
1521319804.113000 /muse/elements/blink i  0
1521319804.113000 /muse/elements/jaw_clench i  0
1521319804.113000 /muse/elements/touching_forehead i  1
1521319804.113000 /muse/elements/experimental/concentration f  0.47065538
1521319804.113000 /muse/elements/experimental/mellow f  0.0
1521319804.114000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  10.53191 16.478699 16.159527 16.185963 16.077772 12.818489 8.490517 5.266235 6.3449726 4.1479163 -0.79491454 4.460457 3.3284101 0.89891285 3.9391184 4.3257666 6.062816 2.293474 -4.257943 -3.5213542 -5.5382066 -1.0632142 -0.8455866 0.63421875 1.5084888 -2.478454 -2.8185585 1.3231801 0.78190255 -5.164733 0.19935952 5.109016 1.5192255 -7.016475 0.6809087 3.923635 -4.287229 -8.199776 -9.912434 -7.0574217 -2.5117147 4.3647957 0.32566726 -6.1919255 0.12270246 2.0142229 -0.29265413 0.74620676 2.020327 -2.2160754 1.0374866 -2.065856 -5.694106 1.0156599 7.383863 2.3671627 -0.27293843 0.48143736 1.7326931 -3.6146982 -5.651519 -8.814623 -2.0119574 -4.232972 -6.3740635 -6.2716074 -4.0742397 -9.460989 -14.571459 -17.170395 -16.93096 -16.214771 -9.7568865 -7.368673 -7.296377 -11.645765 -6.448076 -4.598481 -5.440534 -3.6139696 -3.8635607 -2.1666424 -0.64876634 -5.0119743 -7.8583655 -2.726819 -2.9063807 -6.1539545 -7.7632704 -2.3922207 -8.214673 -5.8150277 0.37947696 2.7014756 -1.0892819 -1.9250665 -3.1615574 -3.62684 -5.640016 -2.3277452 -1.1900812 -1.7794199 -1.600249 -7.7306776 -6.8385596 -4.0669117 -5.487576 -0.77816874 0.9923156 -4.4291396 -3.9534068 -6.4932966 -5.8248315 -9.972064 -5.7699523 0.54116315 13.663496 11.344093 -10.8530655 -11.3583 -10.932705 -10.000403 -14.627458 -9.162462 -9.958231 -11.79936 -18.883003 -19.139355 -18.24718
1521319804.114000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  10.434473 15.730655 15.764843 13.887955 12.02899 9.729407 7.281635 5.6095133 4.2279806 3.0480957 -2.679842 -3.445063 -6.795168 -12.301541 -11.16408 -8.311831 -5.5730896 -8.251447 -14.476171 -13.638115 -11.876839 -9.580016 -15.034677 -8.945943 -8.728567 -7.5573835 -8.08292 -13.152334 -10.535414 -5.2186074 -8.169087 -4.913877 -4.4029317 -11.360432 -13.968122 -7.7317605 -9.321949 -11.999424 -11.184286 -11.752158 -14.1952095 -5.246878 -6.7060843 -10.608274 -11.563872 -9.552548 -7.8986564 -7.7592907 -10.675157 -13.292767 -12.506315 -18.772112 -18.521866 -7.8464737 -1.9151582 -5.1324983 -9.211841 -10.073428 -8.767691 -14.400496 -14.973234 -13.318717 -8.539483 -12.5539 -16.969986 -16.253546 -14.130841 -18.475868 -26.14777 -27.402779 -29.917831 -30.77136 -22.934507 -18.448004 -15.48156 -14.753408 -20.429298 -22.32907 -15.390035 -13.724434 -14.428733 -12.62465 -11.898006 -14.515882 -19.122982 -14.845461 -10.830211 -16.371674 -16.741072 -12.945118 -17.109694 -16.110445 -10.078827 -8.701439 -12.511855 -15.57498 -13.277995 -10.096436 -11.0751 -10.3278675 -9.774622 -13.762908 -11.891235 -15.347046 -15.497225 -16.701897 -15.788376 -13.9126425 -14.803422 -16.030266 -13.077149 -14.129441 -18.579157 -14.67102 -12.6953945 -19.15136 -15.07848 -17.440662 -23.123941 -27.380676 -21.80594 -18.494677 -20.918688 -19.52428 -21.033993 -27.039625 -26.206404 -23.679447 -23.781185
1521319804.114000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  7.2445807 12.497541 9.607533 6.679929 5.8901615 3.7638068 2.744741 0.5967352 -1.4307903 -4.0323668 -4.794248 -6.4174566 -15.1186285 -12.047916 -8.440196 -12.180062 -12.504737 -11.280893 -10.129999 -13.993323 -15.431288 -12.584313 -10.34075 -11.296742 -9.5107155 -13.819992 -11.648876 -15.479288 -10.1297455 -10.839335 -13.427211 -11.322764 -16.023344 -19.922335 -10.847756 -10.486294 -14.4532995 -15.293062 -15.743154 -16.530016 -17.632063 -19.641933 -13.125861 -14.425613 -14.048591 -13.393229 -17.837234 -15.027195 -14.00503 -11.516657 -9.664835 -13.660518 -14.479768 -12.993293 -14.196631 -16.342928 -20.603725 -17.796875 -17.254028 -18.19807 -14.540495 -11.400557 -8.692101 -14.072528 -19.207296 -16.587646 -16.338106 -20.64236 -20.880655 -27.435974 -29.251728 -25.201468 -21.100689 -20.956024 -16.824377 -18.565231 -20.830547 -18.518166 -22.657686 -16.05738 -17.815351 -15.947796 -16.229923 -20.319921 -11.517745 -14.175092 -13.915486 -14.612073 -16.881208 -16.192934 -13.823436 -13.97471 -14.428104 -18.62337 -19.674208 -20.046236 -14.605471 -17.336077 -19.958836 -18.796614 -16.036411 -19.43287 -20.083794 -21.317366 -21.127243 -20.890438 -19.429655 -17.198906 -17.858316 -14.982788 -15.397059 -20.002558 -23.190895 -17.137125 -15.034338 -22.736555 -17.1639 -17.884317 -21.732767 -19.27831 -20.890818 -20.678207 -27.630722 -27.709846 -22.03209 -21.807245 -24.24513 -28.15563 -28.983944
1521319804.114000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  5.0939913 11.341199 7.906582 7.3299475 8.526875 5.272215 -6.8033657 1.2346972 3.9626179 3.2444594 -1.7394661 -4.2616906 -6.612769 -1.0484376 0.6137201 -1.608452 -2.182861 -3.3314035 -3.0372934 -6.4475465 -5.66828 -6.8418927 -9.1380825 -8.910905 -4.651852 -4.763248 -7.5453024 -9.734153 -5.8776913 -4.4327154 -8.444982 -5.841143 -10.751874 -9.228504 -7.1426954 -6.5510316 -5.7648025 -10.299334 -14.058138 -14.094825 -9.957865 -7.5013494 -6.151603 -7.465358 -8.600066 -6.303445 -6.9585238 -15.380367 -8.009533 -10.038422 -11.207666 -8.351901 -7.7068286 -9.456689 -16.485096 -16.093275 -16.567886 -12.741613 -10.412998 -15.222442 -13.0208435 -12.756632 -8.962307 -13.590667 -22.706017 -19.123596 -16.774792 -18.194736 -17.962158 -23.547045 -25.123676 -23.181099 -22.988829 -22.696795 -12.132001 -8.530126 -9.38766 -17.683823 -13.885154 -15.684041 -15.977433 -13.747574 -12.624349 -14.748935 -16.121367 -15.275831 -9.418376 -13.070219 -12.014554 -10.314487 -8.524967 -8.242149 -12.207634 -9.291898 -9.787055 -12.504835 -16.13419 -16.969778 -17.217594 -12.025104 -12.284926 -14.155655 -15.854974 -12.928905 -12.288179 -16.27705 -15.420885 -12.699195 -13.586079 -15.99379 -15.134409 -14.264533 -13.911183 -14.572985 -15.414326 -15.195945 -3.5859525 -5.2278256 -12.999721 -15.288776 -15.5846815 -16.500456 -20.44511 -20.236124 -20.853476 -21.779804 -19.12815 -22.222343 -24.61687
1521319804.114000 /muse/elements/low_freqs_absolute ffff  2.0394375 1.9394658 1.5418919 1.4770422
1521319804.115000 /muse/elements/alpha_absolute ffff  1.3977549 0.62257737 0.5950435 0.8232683
1521319804.115000 /muse/elements/beta_absolute ffff  1.242742 0.43228713 0.03390508 0.686279
1521319804.115000 /muse/elements/delta_absolute ffff  2.005212 1.8433465 1.4391917 1.3395702
1521319804.115000 /muse/elements/gamma_absolute ffff  1.1788516 0.23472574 -0.17332989 0.37046134
1521319804.115000 /muse/elements/theta_absolute ffff  0.9190023 1.2373186 0.8653404 0.9105476
1521319804.115000 /muse/elements/alpha_session_score ffff  0.68 0.8974359 0.86153847 0.11320755
1521319804.115000 /muse/elements/beta_session_score ffff  0.0 0.7407407 0.0 0.26666668
1521319804.115000 /muse/elements/delta_session_score ffff  1.0 0.99382716 0.7804878 0.35514018
1521319804.115000 /muse/elements/gamma_session_score ffff  0.3548387 0.6086956 0.0 0.38709676
1521319804.115000 /muse/elements/theta_session_score ffff  0.028571429 1.0 0.872093 0.26530612
1521319804.115000 /muse/eeg ffff  827.425109863 838.940002441 827.425109863 825.780151367
1521319804.115000 /muse/eeg ffff  809.330322266 830.715087891 819.200195312 815.91027832
1521319804.115000 /muse/eeg ffff  830.715087891 830.715087891 810.975280762 817.555236816
1521319804.115000 /muse/eeg ffff  843.874938965 832.360046387 814.265258789 817.555236816
1521319804.115000 /muse/eeg ffff  807.68536377 832.360046387 815.91027832 809.330322266
1521319804.115000 /muse/eeg ffff  870.194580078 843.874938965 817.555236816 819.200195312
1521319804.115000 /muse/eeg ffff  801.105407715 837.29498291 819.200195312 822.49017334
1521319804.116000 /muse/acc fff  -312.500488281 933.595214844 105.468917847
1521319804.139000 /muse/acc fff  -312.500488281 933.595214844 105.468917847
1521319804.144000 /muse/acc fff  -312.500488281 937.501464844 105.468917847
1521319804.158000 /muse/acc fff  -312.500488281 937.501464844 105.468917847
1521319804.180000 /muse/eeg ffff  852.09979248 845.519897461 820.845214844 834.005004883
1521319804.180000 /muse/eeg/quantization iiii  1 1 1 1
1521319804.180000 /muse/eeg ffff  807.68536377 832.360046387 817.555236816 827.425109863
1521319804.180000 /muse/eeg ffff  827.425109863 829.070068359 812.620300293 829.070068359
1521319804.180000 /muse/eeg ffff  817.555236816 835.650024414 809.330322266 825.780151367
1521319804.180000 /muse/eeg ffff  837.29498291 837.29498291 815.91027832 832.360046387
1521319804.180000 /muse/eeg ffff  824.135131836 837.29498291 820.845214844 822.49017334
1521319804.181000 /muse/eeg ffff  804.395385742 834.005004883 820.845214844 814.265258789
1521319804.181000 /muse/eeg ffff  789.590576172 827.425109863 807.68536377 802.750427246
1521319804.181000 /muse/eeg ffff  787.945556641 830.715087891 814.265258789 796.170471191
1521319804.181000 /muse/eeg ffff  789.590576172 829.070068359 822.49017334 815.91027832
1521319804.181000 /muse/eeg ffff  751.75604248 827.425109863 822.49017334 806.040344238
1521319804.181000 /muse/eeg ffff  778.075683594 824.135131836 824.135131836 820.845214844
1521319804.181000 /muse/eeg ffff  759.980895996 825.780151367 819.200195312 802.750427246
1521319804.181000 /muse/eeg ffff  842.229919434 834.005004883 817.555236816 802.750427246
1521319804.181000 /muse/eeg ffff  802.750427246 830.715087891 812.620300293 801.105407715
1521319804.181000 /muse/elements/alpha_relative ffff  0.14956611 0.041667566 0.093135245 0.15635636
1521319804.181000 /muse/elements/beta_relative ffff  0.10466951 0.029642453 0.03568016 0.110097066
1521319804.181000 /muse/elements/delta_relative ffff  0.60574555 0.72050846 0.6599625 0.49419487
1521319804.181000 /muse/elements/gamma_relative ffff  0.09035036 0.018735122 0.02222009 0.055648707
1521319804.181000 /muse/elements/theta_relative ffff  0.049668446 0.18944642 0.189002 0.183703
1521319804.181000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319804.182000 /muse/elements/is_good iiii  0 1 1 1
1521319804.182000 /muse/elements/blink i  0
1521319804.182000 /muse/elements/jaw_clench i  0
1521319804.182000 /muse/elements/touching_forehead i  1
1521319804.182000 /muse/elements/experimental/concentration f  0.4604199
1521319804.182000 /muse/elements/experimental/mellow f  0.0
1521319804.182000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.385879 16.301182 16.491732 16.389973 16.242256 12.97785 8.527051 5.466912 5.8634925 4.500555 -0.50916654 3.3404546 2.5126393 0.060416654 3.852546 4.215741 5.3639517 2.2401874 -4.3581476 -3.4505117 -5.9324822 -1.8577913 -1.9058311 -0.8029837 0.094460666 -2.5055504 -1.302224 2.046233 1.3852535 -3.5156007 0.260049 5.4650555 2.3056304 -5.016884 0.75707346 3.859547 -3.9850857 -7.143918 -11.779085 -8.104735 -1.7929596 4.468665 0.26761228 -6.5375776 0.050358497 1.9344509 -0.47086585 0.6859808 2.3425782 -2.8672025 0.8655884 -1.6058784 -5.6121936 0.90520436 7.577649 2.5978856 -0.4082684 0.15371583 1.6353997 -3.9793916 -5.5386434 -8.494571 -1.8708436 -3.6685984 -6.993921 -7.3734994 -4.7380643 -9.40991 -13.848423 -17.888094 -17.85497 -16.515942 -10.101418 -7.9158883 -8.20624 -12.944241 -6.469248 -3.5691435 -4.685572 -3.9482596 -3.689148 -1.627421 -0.21795858 -5.1440935 -7.7380495 -2.6048806 -2.6468737 -6.4988933 -8.879765 -2.4522247 -7.3084755 -6.4118524 0.4324597 2.673979 -0.66403514 -1.2332875 -2.673383 -2.7464135 -5.7572165 -2.3962116 -0.6552503 -1.6720055 -0.7992373 -7.8959947 -8.876875 -4.9636965 -5.1976147 -0.052892063 1.305846 -5.480761 -4.4306855 -5.7895546 -4.838046 -9.04699 -5.730399 0.63414764 13.6535425 11.378354 -9.332364 -11.497533 -12.003687 -10.938723 -15.872186 -9.839501 -10.441373 -12.072843 -18.086582 -17.080692 -15.506533
